Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NCarsGroup,NChildrenAtHomeGroup,TotalChildrenGroup,YearlyIncome,Age,AveMonthSpend,log_AveMonthSpend,BikeBuyer
Partial College,Skilled Manual,F,M,1,1-2,No,1,60944,35.0,48,3.871201010907891,0
Bachelors ,Professional,M,M,1,1-2,>=1,>=5,111220,35.0,147,4.990432586778736,1
Partial College,Skilled Manual,M,M,1,1-2,>=1,>=5,97878,35.0,146,4.983606621708336,1
Partial College,Skilled Manual,M,M,1,1-2,>=1,>=5,88631,35.0,133,4.890349128221754,1
Partial College,Skilled Manual,M,S,1,1-2,No,1,77571,36.0,77,4.343805421853684,1
Bachelors ,Professional,F,M,1,1-2,>=1,>=5,108077,39.0,93,4.532599493153256,0
Bachelors ,Professional,M,M,1,1-2,No,2,125745,39.0,87,4.465908118654584,1
Bachelors ,Management,F,M,1,1-2,No,4,110603,39.0,54,3.9889840465642745,0
Partial College,Skilled Manual,M,M,1,1-2,No,1,95639,40.0,84,4.430816798843313,0
Partial College,Skilled Manual,M,S,1,1-2,No,1,77609,40.0,73,4.290459441148391,0
Partial College,Skilled Manual,M,M,1,>=3,>=1,>=5,80599,37.0,132,4.882801922586371,0
Partial College,Skilled Manual,F,M,1,>=3,>=1,>=5,65670,37.0,83,4.418840607796598,0
Partial College,Skilled Manual,F,S,0,1-2,No,1,60351,41.0,47,3.8501476017100584,1
Bachelors ,Professional,M,M,1,1-2,>=1,3,117242,33.0,130,4.867534450455582,1
Partial College,Skilled Manual,F,M,1,1-2,No,1,85115,41.0,54,3.9889840465642745,0
High School,Skilled Manual,M,S,1,1-2,>=1,2,32558,48.0,65,4.174387269895637,1
High School,Skilled Manual,M,M,1,1-2,No,No,61604,22.0,70,4.248495242049359,0
High School,Skilled Manual,F,S,1,1-2,No,No,34301,21.0,43,3.7612001156935624,0
High School,Skilled Manual,F,M,1,1-2,No,No,33194,21.0,43,3.7612001156935624,0
High School,Skilled Manual,M,S,0,1-2,No,No,57427,21.0,65,4.174387269895637,0
High School,Skilled Manual,F,M,0,1-2,No,No,42808,17.0,41,3.713572066704308,0
High School,Skilled Manual,M,S,1,1-2,No,No,51217,17.0,60,4.0943445622221,0
High School,Skilled Manual,M,M,1,1-2,No,No,43354,17.0,70,4.248495242049359,0
Partial High School,Clerical,M,S,0,1-2,No,No,53544,17.0,66,4.189654742026425,0
Partial High School,Clerical,F,S,0,1-2,No,No,48397,18.0,43,3.7612001156935624,1
High School,Skilled Manual,F,M,1,1-2,No,No,54573,19.0,41,3.713572066704308,0
Partial High School,Clerical,F,S,1,1-2,No,No,32842,20.0,37,3.6109179126442243,0
High School,Skilled Manual,M,M,0,1-2,No,No,57840,20.0,67,4.204692619390966,0
Partial High School,Clerical,F,S,1,1-2,No,No,53578,18.0,41,3.713572066704308,0
High School,Skilled Manual,F,S,1,1-2,No,No,46357,18.0,42,3.7376696182833684,0
Bachelors ,Management,M,M,1,1-2,No,2,54900,58.0,66,4.189654742026425,0
Bachelors ,Management,M,S,1,1-2,No,2,73490,55.0,66,4.189654742026425,0
High School,Skilled Manual,M,M,0,1-2,No,No,56876,21.0,74,4.30406509320417,0
Partial College,Skilled Manual,F,S,0,1-2,No,No,68718,21.0,46,3.828641396489095,0
Partial College,Skilled Manual,F,M,1,1-2,No,No,40290,23.0,46,3.828641396489095,0
Bachelors ,Management,F,S,0,1-2,No,No,109072,25.0,51,3.9318256327243257,0
Bachelors ,Management,M,S,1,1-2,>=1,4,131895,29.0,134,4.897839799950911,1
Partial College,Skilled Manual,M,S,0,1-2,No,No,80054,34.0,72,4.276666119016055,0
Bachelors ,Management,M,M,1,No,>=1,4,136771,34.0,130,4.867534450455582,1
Bachelors ,Management,M,S,1,1-2,>=1,4,119527,29.0,133,4.890349128221754,1
Bachelors ,Management,F,M,1,1-2,>=1,4,105068,29.0,97,4.574710978503383,1
Partial College,Skilled Manual,M,M,1,>=3,>=1,4,113616,29.0,148,4.997212273764115,1
Bachelors ,Management,M,S,0,>=3,No,3,123488,29.0,79,4.3694478524670215,1
Graduate Degree,Management,M,M,1,>=3,>=1,2,184313,29.0,95,4.553876891600541,0
High School,Skilled Manual,F,M,1,1-2,No,>=5,21102,53.0,42,3.7376696182833684,0
High School,Skilled Manual,M,M,0,1-2,No,4,29101,53.0,64,4.1588830833596715,0
Partial College,Skilled Manual,M,M,0,1-2,No,No,57538,19.0,76,4.330733340286331,0
Partial College,Skilled Manual,F,S,0,1-2,No,No,46219,19.0,42,3.7376696182833684,0
Partial College,Skilled Manual,M,S,0,1-2,No,No,91727,19.0,71,4.2626798770413155,0
Partial College,Skilled Manual,M,M,1,1-2,No,No,86979,19.0,74,4.30406509320417,0
Partial High School,Clerical,F,M,1,1-2,>=1,2,21360,52.0,48,3.871201010907891,0
Partial High School,Clerical,M,M,1,1-2,>=1,2,17579,52.0,68,4.219507705176107,0
Partial High School,Clerical,F,S,1,1-2,>=1,2,13344,52.0,47,3.8501476017100584,0
High School,Skilled Manual,M,M,1,1-2,No,4,31288,51.0,60,4.0943445622221,0
High School,Skilled Manual,F,M,0,1-2,No,4,18673,51.0,48,3.871201010907891,0
High School,Skilled Manual,M,M,0,1-2,No,4,16172,51.0,59,4.07753744390572,0
Graduate Degree,Skilled Manual,M,M,1,No,>=1,1,118313,26.0,98,4.584967478670572,0
Graduate Degree,Skilled Manual,F,M,1,No,>=1,1,57640,25.0,57,4.04305126783455,0
Bachelors ,Skilled Manual,M,M,1,No,>=1,1,54086,25.0,83,4.418840607796598,0
Graduate Degree,Skilled Manual,M,M,1,No,No,1,108740,25.0,85,4.442651256490317,0
Partial College,Professional,F,S,0,1-2,No,No,116910,33.0,55,4.007333185232471,1
Bachelors ,Management,F,M,1,>=3,>=1,3,141560,33.0,77,4.343805421853684,1
Graduate Degree,Management,M,M,1,1-2,>=1,2,193721,33.0,129,4.859812404361672,1
Bachelors ,Management,M,M,1,>=3,>=1,3,175884,33.0,120,4.787491742782046,1
Partial College,Professional,M,M,0,No,>=1,4,96530,41.0,127,4.844187086458591,0
Partial College,Professional,F,S,1,No,>=1,2,93548,41.0,59,4.07753744390572,1
Graduate Degree,Management,M,S,0,>=3,No,No,180104,63.0,73,4.290459441148391,0
Partial College,Professional,F,S,0,1-2,No,No,106387,34.0,50,3.912023005428146,0
Bachelors ,Management,M,M,1,>=3,>=1,4,170626,34.0,125,4.8283137373023015,1
Partial College,Professional,F,M,1,>=3,>=1,>=5,94044,35.0,97,4.574710978503383,0
Partial College,Professional,F,M,1,>=3,>=1,2,100244,35.0,70,4.248495242049359,1
Partial College,Professional,M,M,1,>=3,>=1,2,135612,35.0,120,4.787491742782046,1
Partial College,Professional,M,M,1,>=3,>=1,3,144368,35.0,137,4.919980925828125,1
High School,Professional,F,S,1,>=3,>=1,3,127633,35.0,80,4.382026634673881,1
Bachelors ,Management,F,M,1,No,>=1,3,125879,35.0,87,4.465908118654584,1
High School,Professional,F,M,1,1-2,>=1,4,95095,36.0,80,4.382026634673881,0
Partial College,Professional,M,M,1,>=3,>=1,3,170669,36.0,139,4.9344739331306915,1
High School,Professional,F,M,0,1-2,No,2,85936,42.0,51,3.9318256327243257,0
High School,Professional,M,M,0,1-2,No,2,75564,42.0,79,4.3694478524670215,0
High School,Professional,F,M,0,1-2,No,2,76813,42.0,49,3.8918202981106265,0
High School,Professional,M,M,0,1-2,No,2,75267,42.0,76,4.330733340286331,0
Partial College,Professional,M,S,1,No,>=1,3,123203,42.0,106,4.663439094112067,0
Partial High School,Skilled Manual,M,M,1,1-2,No,2,102971,43.0,83,4.418840607796598,0
Graduate Degree,Management,F,M,1,1-2,No,4,116800,62.0,49,3.8918202981106265,0
Partial College,Professional,M,M,0,1-2,No,3,62968,61.0,68,4.219507705176107,0
Partial College,Professional,F,S,1,>=3,>=1,>=5,106933,37.0,87,4.465908118654584,1
Partial College,Professional,M,S,0,>=3,>=1,3,125679,37.0,104,4.6443908991413725,1
Partial College,Professional,M,M,1,No,>=1,3,130537,37.0,131,4.875197323201151,0
Partial College,Professional,F,M,1,1-2,>=1,3,94797,37.0,81,4.394449154672439,1
High School,Professional,F,S,1,>=3,>=1,3,138578,37.0,82,4.406719247264253,1
High School,Professional,M,M,0,>=3,>=1,3,172082,37.0,138,4.927253685157205,0
Partial High School,Skilled Manual,M,S,1,1-2,No,3,76439,43.0,75,4.31748811353631,0
Partial High School,Skilled Manual,M,S,1,1-2,No,3,77877,43.0,70,4.248495242049359,0
High School,Professional,F,M,1,1-2,>=1,3,81115,43.0,53,3.970291913552122,0
Graduate Degree,Management,M,S,1,1-2,No,3,107587,44.0,76,4.330733340286331,1
Graduate Degree,Management,F,M,1,1-2,No,3,94798,44.0,55,4.007333185232471,0
Graduate Degree,Management,M,S,1,1-2,No,3,117094,44.0,76,4.330733340286331,1
Graduate Degree,Management,M,M,1,1-2,No,3,113464,44.0,81,4.394449154672439,0
Graduate Degree,Management,F,M,1,1-2,No,3,90048,44.0,54,3.9889840465642745,0
Partial College,Professional,F,M,0,1-2,No,3,49021,45.0,49,3.8918202981106265,0
Graduate Degree,Management,M,M,1,1-2,No,3,110346,60.0,73,4.290459441148391,0
Graduate Degree,Management,F,M,0,1-2,No,3,93949,60.0,49,3.8918202981106265,0
Graduate Degree,Management,M,M,1,1-2,No,3,118179,59.0,80,4.382026634673881,0
Graduate Degree,Management,F,M,1,1-2,No,3,91350,59.0,45,3.8066624897703196,0
Graduate Degree,Management,M,M,0,1-2,No,>=5,116149,59.0,75,4.31748811353631,0
Graduate Degree,Management,M,S,1,1-2,No,3,112329,58.0,70,4.248495242049359,0
Graduate Degree,Management,F,M,1,1-2,No,3,87287,58.0,51,3.9318256327243257,0
Graduate Degree,Management,F,M,1,1-2,No,3,93614,58.0,49,3.8918202981106265,0
Graduate Degree,Management,F,M,1,1-2,No,>=5,97698,58.0,46,3.828641396489095,0
Graduate Degree,Management,F,M,1,1-2,No,>=5,92616,57.0,46,3.828641396489095,0
Graduate Degree,Management,F,S,1,1-2,No,>=5,118644,57.0,54,3.9889840465642745,0
Graduate Degree,Management,M,M,0,1-2,No,>=5,122337,57.0,72,4.276666119016055,0
Graduate Degree,Management,F,S,1,1-2,No,>=5,102043,57.0,48,3.871201010907891,0
Graduate Degree,Management,F,S,1,1-2,No,4,116204,57.0,49,3.8918202981106265,1
Bachelors ,Management,F,M,1,1-2,No,4,51996,56.0,44,3.784189633918261,0
Graduate Degree,Management,F,M,1,1-2,No,3,96318,56.0,45,3.8066624897703196,0
Graduate Degree,Management,F,M,1,1-2,No,3,71361,56.0,48,3.871201010907891,0
Graduate Degree,Management,F,M,1,1-2,No,>=5,97492,56.0,50,3.912023005428146,0
Bachelors ,Management,M,M,1,1-2,No,4,78018,55.0,74,4.30406509320417,0
High School,Skilled Manual,M,M,0,1-2,No,4,28851,51.0,61,4.110873864173311,0
Partial College,Skilled Manual,F,S,0,1-2,No,No,79815,19.0,50,3.912023005428146,0
Partial High School,Clerical,M,S,0,1-2,No,No,52976,20.0,64,4.1588830833596715,0
Partial High School,Clerical,F,S,0,1-2,No,No,42248,20.0,38,3.6375861597263857,0
High School,Skilled Manual,F,M,1,1-2,No,4,24461,49.0,41,3.713572066704308,0
High School,Skilled Manual,F,M,0,1-2,No,4,24901,49.0,45,3.8066624897703196,0
Partial College,Skilled Manual,F,M,1,1-2,No,No,56543,20.0,43,3.7612001156935624,0
Partial College,Skilled Manual,M,S,1,1-2,No,No,91062,20.0,68,4.219507705176107,0
Partial College,Skilled Manual,F,M,0,1-2,No,No,88039,21.0,49,3.8918202981106265,0
Partial College,Skilled Manual,M,S,0,1-2,No,No,73259,21.0,66,4.189654742026425,1
Partial College,Skilled Manual,F,M,1,1-2,No,No,61162,21.0,50,3.912023005428146,0
Partial College,Skilled Manual,F,S,0,1-2,No,No,63998,21.0,46,3.828641396489095,0
Partial High School,Clerical,M,M,1,1-2,>=1,2,22496,47.0,74,4.30406509320417,0
Partial High School,Clerical,M,S,1,1-2,>=1,2,24489,47.0,71,4.2626798770413155,0
Partial College,Clerical,M,M,0,1-2,No,3,42704,47.0,69,4.23410650459726,0
Partial High School,Clerical,M,M,0,1-2,>=1,2,27492,46.0,80,4.382026634673881,0
High School,Skilled Manual,M,M,0,1-2,No,3,41055,46.0,66,4.189654742026425,0
Partial High School,Clerical,M,S,0,1-2,No,No,45982,17.0,64,4.1588830833596715,1
Partial High School,Clerical,M,S,0,1-2,No,No,44201,17.0,62,4.127134385045092,0
Partial College,Skilled Manual,F,M,1,1-2,No,No,35521,17.0,40,3.6888794541139363,0
High School,Skilled Manual,F,M,1,1-2,No,3,36280,45.0,43,3.7612001156935624,0
High School,Skilled Manual,F,M,0,1-2,No,3,32339,45.0,47,3.8501476017100584,0
Partial College,Skilled Manual,M,S,0,1-2,No,2,106056,43.0,78,4.356708826689592,1
High School,Skilled Manual,F,M,1,1-2,No,No,40194,22.0,45,3.8066624897703196,0
High School,Skilled Manual,F,M,1,1-2,No,No,32569,22.0,48,3.871201010907891,0
Partial College,Skilled Manual,M,M,0,1-2,No,No,81775,22.0,77,4.343805421853684,0
Partial College,Skilled Manual,F,M,1,1-2,No,No,65633,22.0,48,3.871201010907891,1
Partial College,Skilled Manual,F,S,1,1-2,No,No,57785,24.0,46,3.828641396489095,0
Partial College,Professional,F,S,0,1-2,No,No,77182,24.0,49,3.8918202981106265,0
Partial College,Professional,F,M,0,1-2,No,No,87779,21.0,58,4.060443010546419,0
High School,Skilled Manual,M,S,0,1-2,No,2,125227,42.0,79,4.3694478524670215,1
High School,Skilled Manual,F,M,1,1-2,No,2,82620,42.0,51,3.9318256327243257,0
High School,Skilled Manual,F,M,1,1-2,No,2,96745,41.0,55,4.007333185232471,0
High School,Skilled Manual,M,S,1,1-2,No,2,108498,41.0,78,4.356708826689592,0
High School,Skilled Manual,F,S,0,1-2,No,2,98778,41.0,52,3.9512437185814275,1
High School,Skilled Manual,F,M,1,1-2,No,2,79375,41.0,56,4.02535169073515,0
High School,Skilled Manual,F,S,0,1-2,No,2,114221,41.0,50,3.912023005428146,1
High School,Skilled Manual,M,S,1,1-2,No,2,109170,41.0,77,4.343805421853684,0
High School,Professional,F,S,0,1-2,No,2,85381,40.0,48,3.871201010907891,1
High School,Professional,F,S,1,1-2,No,2,74145,40.0,45,3.8066624897703196,0
High School,Professional,M,S,1,1-2,No,2,83167,40.0,69,4.23410650459726,0
Bachelors ,Management,M,M,1,>=3,>=1,1,141809,39.0,102,4.624972813284271,0
Bachelors ,Management,M,S,1,>=3,>=1,>=5,166124,39.0,100,4.605170185988092,1
Graduate Degree,Management,M,S,1,>=3,No,No,172510,39.0,82,4.406719247264253,0
Bachelors ,Management,F,M,1,>=3,>=1,4,135269,38.0,74,4.30406509320417,1
Bachelors ,Management,M,S,1,1-2,No,No,117986,24.0,77,4.343805421853684,0
Bachelors ,Management,F,S,0,1-2,No,No,94958,24.0,53,3.970291913552122,1
High School,Professional,M,S,1,1-2,No,No,46067,23.0,66,4.189654742026425,0
High School,Professional,F,S,0,1-2,No,No,53190,23.0,48,3.871201010907891,0
Partial High School,Skilled Manual,M,S,0,1-2,No,No,43282,23.0,59,4.07753744390572,1
Partial College,Professional,M,S,0,1-2,No,No,94375,23.0,70,4.248495242049359,0
Partial College,Professional,F,S,0,1-2,No,No,86963,23.0,46,3.828641396489095,1
Partial College,Professional,F,S,1,1-2,No,No,73728,23.0,46,3.828641396489095,0
Bachelors ,Management,F,M,1,1-2,>=1,2,134608,38.0,79,4.3694478524670215,0
Graduate Degree,Management,F,M,1,>=3,>=1,1,157321,31.0,69,4.23410650459726,1
Graduate Degree,Management,M,M,1,>=3,>=1,1,175844,31.0,108,4.68213122712422,1
High School,Professional,M,S,1,1-2,No,2,82651,40.0,72,4.276666119016055,0
High School,Professional,M,M,0,1-2,No,2,107055,40.0,82,4.406719247264253,0
Partial College,Professional,F,S,1,No,>=1,2,83602,40.0,53,3.970291913552122,1
Bachelors ,Management,F,M,1,No,>=1,2,110443,40.0,67,4.204692619390966,0
Bachelors ,Management,M,M,1,1-2,>=1,2,137957,40.0,101,4.61512051684126,0
Bachelors ,Management,M,M,1,1-2,>=1,2,130392,40.0,99,4.59511985013459,0
Partial College,Professional,M,M,1,1-2,No,2,125079,40.0,87,4.465908118654584,1
High School,Professional,F,S,1,1-2,No,2,69423,41.0,44,3.784189633918261,0
High School,Professional,F,M,0,1-2,No,2,76614,41.0,53,3.970291913552122,0
High School,Professional,M,M,0,1-2,No,2,87194,41.0,80,4.382026634673881,0
High School,Professional,F,M,0,1-2,No,2,75337,41.0,47,3.8501476017100584,0
Partial College,Professional,F,M,0,1-2,No,3,75049,41.0,45,3.8066624897703196,0
Partial College,Professional,M,M,1,>=3,>=1,4,120618,32.0,150,5.0106352940962555,1
Partial College,Professional,F,M,1,>=3,>=1,4,102196,32.0,93,4.532599493153256,0
Bachelors ,Management,M,M,1,>=3,>=1,2,168959,32.0,125,4.8283137373023015,1
High School,Skilled Manual,M,M,1,1-2,No,No,43666,20.0,70,4.248495242049359,0
Bachelors ,Management,M,M,1,No,>=1,4,120625,33.0,135,4.90527477843843,1
Bachelors ,Management,F,M,1,No,>=1,4,115121,33.0,84,4.430816798843313,1
Graduate Degree,Professional,M,S,0,No,>=1,3,109682,34.0,105,4.653960350157523,1
Bachelors ,Professional,F,S,1,1-2,No,1,81457,35.0,48,3.871201010907891,1
Partial College,Skilled Manual,M,M,1,1-2,No,1,83410,35.0,72,4.276666119016055,1
High School,Skilled Manual,F,M,0,>=3,>=1,4,49732,36.0,71,4.2626798770413155,1
Bachelors ,Management,F,M,1,1-2,No,4,49357,55.0,45,3.8066624897703196,0
Bachelors ,Management,M,M,1,1-2,No,4,63928,55.0,70,4.248495242049359,0
Graduate Degree,Management,M,M,0,1-2,No,3,113508,55.0,72,4.276666119016055,0
Bachelors ,Management,M,M,1,1-2,No,>=5,99036,55.0,77,4.343805421853684,0
Bachelors ,Management,M,M,1,1-2,No,>=5,111114,55.0,77,4.343805421853684,0
Graduate Degree,Management,F,M,0,1-2,No,3,101925,54.0,52,3.9512437185814275,0
Graduate Degree,Management,F,M,1,1-2,No,4,85814,54.0,47,3.8501476017100584,0
Bachelors ,Management,F,M,0,1-2,No,>=5,81879,54.0,53,3.970291913552122,0
Bachelors ,Management,F,M,1,1-2,No,>=5,77873,54.0,46,3.828641396489095,0
Bachelors ,Management,M,S,1,1-2,No,>=5,99318,54.0,71,4.2626798770413155,0
Bachelors ,Management,F,M,1,1-2,No,>=5,93175,54.0,46,3.828641396489095,0
Bachelors ,Management,M,M,1,1-2,No,>=5,98712,54.0,77,4.343805421853684,0
Bachelors ,Management,M,M,1,1-2,No,>=5,98138,54.0,80,4.382026634673881,0
Bachelors ,Management,M,S,1,1-2,No,>=5,102462,54.0,70,4.248495242049359,0
High School,Professional,M,M,0,1-2,No,4,69186,53.0,76,4.330733340286331,0
High School,Professional,M,M,0,1-2,No,4,56219,53.0,66,4.189654742026425,0
Bachelors ,Management,M,S,1,1-2,No,>=5,113762,52.0,76,4.330733340286331,0
Bachelors ,Management,F,S,1,>=3,No,>=5,88651,51.0,51,3.9318256327243257,0
Bachelors ,Management,M,M,1,>=3,No,>=5,88753,51.0,76,4.330733340286331,0
Bachelors ,Management,F,M,1,1-2,No,4,89445,51.0,51,3.9318256327243257,0
Bachelors ,Management,F,M,1,1-2,No,4,91195,51.0,50,3.912023005428146,0
Bachelors ,Management,F,M,1,1-2,No,4,91607,51.0,50,3.912023005428146,0
Partial College,Professional,F,S,1,1-2,>=1,2,83028,50.0,56,4.02535169073515,0
Partial College,Professional,F,M,1,1-2,>=1,2,79326,50.0,59,4.07753744390572,0
High School,Professional,F,M,0,1-2,>=1,2,39971,49.0,46,3.828641396489095,0
Partial College,Professional,F,M,1,1-2,>=1,2,77357,49.0,61,4.110873864173311,0
Partial College,Professional,F,M,1,1-2,>=1,2,75031,49.0,61,4.110873864173311,0
Partial College,Professional,M,M,1,1-2,>=1,2,84071,49.0,90,4.499809670330265,0
Partial College,Professional,M,M,1,1-2,>=1,2,93162,49.0,89,4.48863636973214,0
Bachelors ,Management,M,S,1,No,>=1,2,106972,49.0,81,4.394449154672439,0
Partial High School,Skilled Manual,M,M,1,1-2,>=1,2,37730,48.0,77,4.343805421853684,0
Partial College,Professional,M,S,1,1-2,>=1,2,85694,48.0,85,4.442651256490317,0
Partial High School,Skilled Manual,F,M,0,1-2,>=1,2,34530,47.0,56,4.02535169073515,0
Partial High School,Skilled Manual,M,S,1,1-2,>=1,2,58059,47.0,74,4.30406509320417,0
Partial High School,Skilled Manual,F,M,1,>=3,>=1,2,33746,47.0,53,3.970291913552122,0
Partial College,Professional,M,M,1,1-2,>=1,2,82083,47.0,89,4.48863636973214,0
Partial College,Professional,M,M,0,1-2,>=1,2,92597,47.0,94,4.543294782270004,0
Partial College,Professional,F,M,1,1-2,>=1,4,66629,47.0,68,4.219507705176107,0
Partial College,Professional,M,M,1,1-2,>=1,4,110865,47.0,110,4.700480365792417,0
Partial College,Professional,F,M,0,1-2,>=1,4,77100,47.0,64,4.1588830833596715,0
Bachelors ,Management,M,M,1,1-2,>=1,3,131840,47.0,101,4.61512051684126,0
Bachelors ,Management,M,S,1,1-2,>=1,3,116807,47.0,96,4.564348191467836,0
Bachelors ,Management,M,M,1,1-2,>=1,3,118648,47.0,98,4.584967478670572,0
High School,Professional,M,M,1,1-2,>=1,2,88081,46.0,90,4.499809670330265,0
High School,Professional,M,S,1,1-2,>=1,2,84102,46.0,83,4.418840607796598,0
High School,Professional,M,M,1,1-2,>=1,2,97050,46.0,93,4.532599493153256,1
Partial College,Professional,F,M,0,1-2,>=1,2,86144,46.0,64,4.1588830833596715,0
Partial College,Professional,M,S,1,1-2,>=1,2,88394,46.0,84,4.430816798843313,1
Partial High School,Skilled Manual,F,S,0,1-2,>=1,2,69735,45.0,49,3.8918202981106265,1
Partial High School,Skilled Manual,M,S,1,1-2,>=1,2,89441,45.0,88,4.477336814478207,0
High School,Professional,F,M,1,1-2,>=1,2,74447,45.0,57,4.04305126783455,1
High School,Professional,M,M,1,1-2,>=1,2,88216,45.0,94,4.543294782270004,0
High School,Professional,M,S,1,1-2,>=1,2,94276,45.0,84,4.430816798843313,1
High School,Professional,M,M,1,1-2,>=1,2,97538,45.0,93,4.532599493153256,1
High School,Professional,F,M,1,1-2,>=1,2,77188,45.0,60,4.0943445622221,0
Bachelors ,Management,F,S,0,>=3,>=1,3,140072,39.0,82,4.406719247264253,1
Partial College,Professional,M,M,1,>=3,>=1,4,169930,40.0,155,5.043425116919247,1
High School,Professional,F,M,1,>=3,>=1,4,138283,40.0,98,4.584967478670572,1
Partial College,Professional,M,M,1,>=3,>=1,4,151590,40.0,149,5.003946305945459,1
Partial College,Professional,M,M,1,>=3,>=1,3,113516,41.0,131,4.875197323201151,1
High School,Professional,F,M,1,>=3,>=1,4,119886,41.0,96,4.564348191467836,0
Partial College,Professional,F,S,0,>=3,>=1,3,132767,41.0,81,4.394449154672439,1
High School,Professional,M,M,1,>=3,>=1,3,153810,41.0,132,4.882801922586371,1
High School,Professional,M,M,1,>=3,>=1,3,132457,42.0,138,4.927253685157205,1
High School,Professional,F,S,1,>=3,>=1,3,89305,42.0,70,4.248495242049359,1
Partial College,Professional,M,M,1,>=3,>=1,4,172072,42.0,160,5.075173815233827,1
Partial College,Professional,M,M,1,>=3,>=1,4,149615,42.0,152,5.0238805208462765,1
Partial College,Professional,F,S,0,>=3,>=1,4,140732,42.0,95,4.553876891600541,1
High School,Professional,F,M,1,>=3,>=1,4,129282,42.0,95,4.553876891600541,1
High School,Professional,F,M,1,1-2,>=1,>=5,69911,53.0,54,3.9889840465642745,0
Bachelors ,Management,M,M,1,1-2,No,>=5,119975,53.0,85,4.442651256490317,0
Graduate Degree,Management,F,M,1,>=3,>=1,3,118672,53.0,85,4.442651256490317,0
Graduate Degree,Management,F,M,1,1-2,>=1,4,150709,53.0,96,4.564348191467836,1
Bachelors ,Management,F,M,1,>=3,>=1,4,141596,53.0,92,4.5217885770490405,1
Bachelors ,Management,F,M,1,>=3,>=1,4,137653,53.0,93,4.532599493153256,0
Graduate Degree,Management,F,M,1,>=3,>=1,4,159944,52.0,93,4.532599493153256,0
Partial College,Professional,F,S,1,1-2,No,>=5,94581,51.0,52,3.9512437185814275,0
Bachelors ,Management,F,S,1,>=3,>=1,4,141459,51.0,83,4.418840607796598,1
High School,Professional,F,S,1,1-2,>=1,4,87631,43.0,68,4.219507705176107,1
High School,Professional,M,M,1,>=3,>=1,4,120670,43.0,142,4.955827057601261,1
Partial High School,Professional,M,M,1,1-2,>=1,>=5,152819,43.0,163,5.093750200806762,1
Partial College,Professional,F,M,1,>=3,>=1,4,118566,43.0,94,4.543294782270004,0
Partial College,Professional,F,M,0,>=3,>=1,4,146408,43.0,97,4.574710978503383,0
High School,Professional,M,M,1,>=3,>=1,>=5,175942,43.0,154,5.0369526024136295,0
High School,Professional,F,M,1,>=3,>=1,4,142320,43.0,101,4.61512051684126,1
Partial College,Professional,M,M,0,1-2,>=1,>=5,161722,44.0,165,5.10594547390058,0
